Date,MMM,AXP,AMGN,AAPL,BA,CAT,CVX,CSCO,KO,DD,GS,HD,HON,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,CRM,TRV,UNH,VZ,V,WBA,WMT,DIS
2009-12-31,0.485180240320427,1.2616120218579234,-0.0204657727593506,1.4710424710424714,0.3177132146204311,0.3323252688172042,0.0806027266204256,0.4686118479221925,0.3032616238723109,0.9002789400278941,1.025579655946148,0.3057799875699194,0.2374388617163183,0.4386339381003203,0.586388495037472,0.1126760563380282,0.3436062557497701,0.0396304400680767,0.2672811059907833,0.6040082930200414,0.3201877934272301,0.0117883120140458,1.3050000000000002,0.1347853535353536,0.1477900552486188,0.0377604166666667,0.6787827557058326,0.5126050420168067,-0.025691699604743,0.4375639713408394
2010-12-31,0.070658036677454,0.0785261250377529,-0.0295389048991355,0.5296874999999999,0.2356567093409198,0.6852459016393442,0.2295263390880919,-0.1547260686333534,0.1900958466453675,0.2612844036697246,0.0053910346355512,0.2494050452165634,0.3945382680560547,0.0623145400593472,0.1426200204290091,-0.005753739930955,0.0229373502225265,0.2694106641721236,0.029090909090909,-0.0650581645842309,0.3122332859174963,0.0937035200793254,0.789587852494577,0.1485396383866479,0.1989570798235058,0.2258469259723965,-0.1898288016112789,0.0813492063492062,0.0322008113590264,0.1758632965468138
2011-12-31,-0.0283795130142736,0.1164939792775132,0.1818856718634001,0.2553626149131767,0.1515732924021489,-0.0145166117928763,0.2028802880288027,-0.0961538461538461,0.0948545861297538,-0.1320919406459121,-0.4560011752607609,0.2350476190476191,0.0489564545220304,0.1941340782122906,0.2741088389764219,0.0988425925925924,-0.1991298527443106,0.3467207074428886,0.0954063604240282,-0.0451612903225806,0.1447154471544716,0.0707162284678151,-0.2315151515151515,0.0930007265681764,0.4218802275008364,0.1816786079836234,0.4543194530764449,-0.1335779816513761,0.1382952591500861,0.0166515289131092
2012-12-31,0.1667818873142068,0.2357662402809131,0.3682998324958124,0.3262815296989423,0.0521492835721424,0.0159453302961276,0.0505836575875486,0.115839243498818,0.0649775234981611,0.1676164934629567,0.4339724547664056,0.5033929673041333,0.1984770326701055,-0.1198830409356725,0.059287844237853,0.1084895723614913,0.3618888424571669,-0.0926128590971271,0.1314516129032257,0.057915057915058,0.0866477272727272,0.0518628281117696,0.6573343848580442,0.2486151118989585,0.0861176470588234,0.1316587267215243,0.5042735042735045,0.1529013130029648,0.1700474751834266,0.3478260869565217
2013-12-31,0.5443637979558584,0.5983357012380759,0.3478194338179037,0.0803680981595091,0.847189231987332,0.0342301943198803,0.193019943019943,0.1673728813559323,0.1722947045280123,0.4223370657479184,0.4079096045197741,0.3590480098481738,0.4703832752613239,0.308970099667774,-0.0018214936247723,0.346256176358799,0.3672905799324946,0.1359867330016584,0.2683535281539559,0.4429744525547443,0.5450980392156863,0.2366673374924532,0.3131096835593623,0.2906832298136645,0.4103119584055459,0.1859931113662456,0.480681818181818,0.5892725936811167,0.1814828476576908,0.5534688466637208
2014-12-31,0.200076731248801,0.0366984126984126,0.4233651226158039,0.4065871663827372,-0.0254607801114444,0.0346870935106229,-0.0698507462686566,0.2800967937084089,0.0527004909983632,0.0593459830440048,0.1078785446762975,0.3023852657004831,0.1155561750766658,0.4421319796954315,-0.1238387524883876,0.1733483907396951,0.0989676840215438,-0.0010617120106171,0.1691486372576565,0.2756876383180526,0.2374506486181613,0.1541090317331164,0.0746512049284291,0.1962051423071633,0.364516129032258,-0.0054856405292028,0.1863008442056792,0.3534442903374941,0.1187948798001872,0.2486132840278765
2015-12-31,-0.0591432225063939,-0.2421607055365017,0.0395628938342507,-0.0302785627775534,0.1406579873328639,-0.229780695627881,-0.1617458279845957,0.0061436672967862,0.0516169154228856,0.1697789634146342,-0.0578931482040446,0.2852671844210037,0.0579782581531924,-0.0221752903907074,-0.1142667802707563,0.0114292589027911,0.0837247294261793,0.3042380762588017,-0.0386926219658735,0.2270136307311028,0.3138103919781221,-0.0996897913141567,0.3218681503962233,0.090919540229885,0.1827085444106722,0.0363400389357559,0.1914928028465146,0.136122971818958,-0.2663597041998047,0.129285795648707
2016-12-31,0.2172103295956506,0.0858251171811865,-0.0755773804956648,0.1248959200666111,0.1131333384745894,0.4211099020674647,0.3666156202143951,0.1512447158290277,-0.0035481963335304,0.1508388988434599,0.3492246571831348,0.0353535353535354,0.149403566788709,0.0874730021598271,0.2521376656690894,0.1532056619483763,0.3452044469568494,0.0621371090964653,0.1505,0.1506766309836396,-0.1769297484822202,0.0936570086139387,-0.1267857142857144,0.1096828574438941,0.3841614315629162,0.2069505322479647,0.0137097868874711,-0.0100721587492483,0.1603271205781666,0.0066572523703851
2017-12-31,0.3490124921487894,0.3621613575468889,0.2226925630810092,0.4844559585492227,0.9471387002909796,0.7503828483920367,0.1058942178395339,0.3125254997960016,0.1436201780415429,0.2784147204529368,0.077365121580547,0.4461672473867597,0.3510069872585286,0.3088381330685203,-0.0398634229620145,0.2442496132026816,0.2676845496568147,0.4504651385825262,-0.014993481095176,0.4074074074074076,0.2469968387776606,0.1268795646570242,0.4932807478819752,0.1335928598556779,0.3982945949663046,0.0396887159533074,0.4717461167648633,-0.1050873196659073,0.4654974594328798,0.0475951903807614
2018-12-31,-0.1689601655457838,-0.0261173642224893,0.1523318172561265,-0.0538519072550485,0.1149973314356875,-0.1755613881598133,-0.0974769480190496,0.1656823127137083,0.0677218474312402,-0.2315101860053143,-0.3352435530085959,-0.072943018913384,-0.0826741709765743,0.0422357106727364,-0.2255512091038407,-0.0513139351736715,-0.0662983425414365,0.0577889447236179,0.399735274652548,0.2079072087802442,0.1987493662328883,0.0357097471089085,0.3398219700674947,-0.0964067342323478,0.1452247467296155,0.1127744510978043,0.1648621599490491,-0.0364839640251145,-0.0343362040040263,0.0361549497847919
2019-12-31,-0.0429531872509958,0.3250673249551166,0.2760530191458028,0.8895915678524371,0.0333790726617098,0.1950831269897417,0.1528011676209724,0.1381333333333332,0.206075334143378,-0.1400374585794553,0.4047745358090184,0.3055681892014814,0.3669679131083658,0.307206988595001,0.2356790265181954,0.1621810555749738,0.4725443786982248,0.1397049631203901,0.2226950354609929,0.5756324212700052,0.380797969829409,0.3970552147239263,0.1874133021829596,0.1700037078235077,0.2000687078627558,0.1383408071748879,0.4332578301960477,-0.1098978513561113,0.3017141533472318,0.335087233453337
2020-12-31,0.0277091192923115,-0.0114319586755864,-0.0198975116568949,0.8231766838655699,-0.3389741531050242,0.2697202900695576,-0.2595442150370082,-0.0349109653233364,0.0247833971388271,0.1326855419668287,0.1745185045317221,0.2449985070170199,0.2297567780675684,-0.1468349730833487,-0.0116127833519137,0.1082706766917294,-0.0552921321224785,0.1129819557944387,-0.0720546532611497,0.4252948885976408,0.4097406575454358,0.1414895485684173,0.3682365961633056,0.0530819204563459,0.2124812137694125,-0.001378766988379,0.1712261580381471,-0.2938266719430155,0.2332058012278672,0.2527138214754894
2021-12-31,0.0484810126582277,0.3689395237279425,0.0087140838436174,0.3464127275508641,-0.0595160235448005,0.1595081298443965,0.4624490332763382,0.4576353483855304,0.1136453008257962,0.154267120248484,0.4761062658253285,0.5950753487628415,-0.0029593094944512,0.0604873803307224,0.1665570072375222,0.1143826322930798,0.2774138664398129,0.2778790716010446,0.0175024308931797,0.5247816091954023,0.1870065908597087,0.2052781411094868,0.1420033253943289,0.1396328618718025,0.4520422618344941,-0.0755424063116372,-0.0031639679880884,0.358083496777809,0.0196969696969697,-0.1451043161496855
2022-12-31,-0.2962694675842086,-0.0852262061197672,0.2043427504085921,-0.2640459012668295,-0.0537949533081659,0.1860172899075189,0.5845849446892706,-0.2245169886742171,0.1061087570621468,-0.1336494105586879,-0.0787159310588939,-0.2197524057738572,0.0490230027207518,-0.4663520722199425,0.1063572637176697,0.0597832704249361,-0.1263985082578582,0.0050516736078976,0.4941979522184301,-0.2802436376794114,-0.2904387088901091,-0.0504947334822852,-0.478259158698304,0.2242540269342487,0.069368508770147,-0.2001280136547897,-0.0340272591486184,-0.2506705178460903,-0.004599165074648,-0.4390858028278133
