Date,Week_Number,Year_Week,Year,Month,Day,Open,High,Low,Close,Adj Close,Volume,Price_chg,Sharpe_ratio
1998-12-31,00,1998-00,1998,1,2,32.53,44.88,31.69,41.94,22.03,1188318200,,
1999-12-31,01,1999-01,1999,1,4,41.47,53.44,38.5,46.62,24.78,1231169600,0.12482977757603275,1.1258751490059984
2000-12-31,01,2000-01,2000,1,3,46.56,52.97,33.06,52.53,28.31,1812003200,0.1424535916061338,1.284829323502611
2001-12-31,00,2001-00,2001,1,2,52.0,60.97,40.25,59.1,32.28,2161996100,0.14023313316849184,1.2648023794281567
2002-12-31,00,2002-00,2002,1,2,58.9,65.89,41.4,53.71,29.74,2077518000,-0.0786864931846345,-0.7096957870092312
2003-12-31,00,2003-00,2003,1,2,54.25,59.08,48.05,51.66,29.12,2079034100,-0.020847343644922578,-0.18802810185502547
2004-12-31,00,2004-00,2004,1,2,51.66,64.25,49.25,63.42,36.45,1702054200,0.25171703296703307,2.2703072736510204
2005-12-31,01,2005-01,2005,1,3,63.35,69.99,59.76,60.1,35.22,1931329500,-0.033744855967078324,-0.30435442149994507
2006-12-31,01,2006-01,2006,1,3,61.07,69.41,56.7,66.02,39.6,2109457000,0.12436115843270867,1.1216485401145766
2007-12-31,00,2007-00,2007,1,3,66.13,68.75,59.72,66.7,41.03,3032251600,0.036111111111111205,0.3256963473978066
2008-12-31,00,2008-00,2008,1,2,66.56,72.76,52.06,59.83,37.86,3735191300,-0.07726054106751157,-0.6968347206553852
2009-12-31,00,2009-00,2009,1,2,60.13,65.41,46.25,64.41,42.13,3352142600,0.11278394083465404,1.0172303328455183
2010-12-31,01,2010-01,2010,1,4,64.71,66.2,56.86,61.85,41.88,3060993600,-0.005934013766911939,-0.053520552257303435
2011-12-31,01,2011-01,2011,1,3,62.63,68.05,57.5,65.58,46.03,3142958200,0.09909264565425024,0.8937446605912899
2012-12-31,01,2012-01,2012,1,3,65.59,72.74,61.71,70.1,51.02,2980573200,0.10840756028676957,0.977758516127306
2013-12-31,00,2013-00,2013,1,2,71.02,95.99,70.3,91.59,68.68,2249776400,0.34613876911015296,3.121923677315518
2014-12-31,00,2014-00,2014,1,2,91.14,109.49,86.09,104.57,80.59,1898465200,0.17341292952824694,1.5640603681542404
2015-12-31,00,2015-00,2015,1,2,105.05,106.5,81.79,102.72,81.51,2077672700,0.011415808412954531,0.10296241207455968
2016-12-31,01,2016-01,2016,1,4,101.71,126.07,94.28,115.21,94.01,1903010600,0.1533554165133113,1.383155972641513
2017-12-31,01,2017-01,2017,1,3,115.78,144.35,110.76,139.72,116.97,1470736300,0.24422933730454188,2.202773623960873
2018-12-31,00,2018-00,2018,1,2,139.66,148.99,118.62,129.05,110.97,1923918500,-0.05129520389843545,-0.4626459844268154
2019-12-31,00,2019-00,2019,1,2,128.13,147.84,125.0,145.87,128.97,1786792000,0.16220600162206011,1.4629819085808242
2020-12-31,00,2020-00,2020,1,2,145.87,157.66,109.16,157.38,142.93,2034813400,0.10824222687446694,0.9762673272152813
2021-12-31,01,2021-01,2021,1,4,157.24,179.92,151.47,171.07,159.27,1798567900,0.11432169593507324,1.0310997819981027
2022-12-31,01,2022-01,2022,1,3,170.21,186.69,155.72,176.65,168.79,1823528200,0.059772713003076516,0.5391070421305667
2023-12-31,01,2023-01,2023,1,3,176.16,180.93,144.95,156.74,154.31,2799625100,-0.08578707269387986,-0.7737379263788321
